,Country,EdLevel,YearsCodePro,Age,Gender,Salary
37242,United States of America,Bachelor’s degree,13.0,35-44 years old,Man,100000.0
37243,South Africa,Bachelor’s degree,25.0,35-44 years old,Man,60058.0
37245,United States of America,Bachelor’s degree,5.0,25-34 years old,Man,125000.0
37246,Other,Post grad,5.0,35-44 years old,Man,50604.0
37248,Brazil,Less than a Bachelors,18.0,35-44 years old,Man,80000.0
37249,United States of America,Bachelor’s degree,23.0,45-54 years old,Man,200000.0
37251,United States of America,Bachelor’s degree,12.0,25-34 years old,Man,181500.0
37254,Other,Bachelor’s degree,3.0,25-34 years old,Man,11484.0
37260,United States of America,Post grad,0.5,55-64 years old,Woman,81600.0
37262,United States of America,Bachelor’s degree,1.0,18-24 years old,Man,78000.0
37263,Canada,Bachelor’s degree,6.0,25-34 years old,Man,128839.0
37265,United States of America,Bachelor’s degree,19.0,35-44 years old,Man,190000.0
37266,Canada,Bachelor’s degree,23.0,35-44 years old,Man,156168.0
37268,Italy,Less than a Bachelors,15.0,35-44 years old,Man,19200.0
37269,Canada,Bachelor’s degree,3.0,18-24 years old,Man,85893.0
37270,United States of America,Master’s degree,5.0,35-44 years old,Man,10000.0
37272,Germany,Bachelor’s degree,5.0,25-34 years old,Man,69318.0
37274,United States of America,Bachelor’s degree,10.0,25-34 years old,Man,180000.0
37275,Germany,Master’s degree,6.0,25-34 years old,Man,68252.0
37278,United States of America,Master’s degree,16.0,35-44 years old,Man,100000.0
37281,United States of America,Less than a Bachelors,10.0,25-34 years old,Man,98000.0
37282,Argentina,Less than a Bachelors,15.0,45-54 years old,Man,15148.0
37283,Russian Federation,Master’s degree,4.0,25-34 years old,Man,45720.0
37284,Canada,Less than a Bachelors,2.0,18-24 years old,Man,48720.0
37285,Canada,Bachelor’s degree,1.0,35-44 years old,Man,70272.0
37288,France,Bachelor’s degree,2.0,35-44 years old,Man,30393.0
37289,India,Bachelor’s degree,6.0,25-34 years old,Man,19346.0
37290,Mexico,Bachelor’s degree,9.0,25-34 years old,Man,56604.0
37294,United States of America,Less than a Bachelors,6.0,35-44 years old,Man,170000.0
37296,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,12.0,35-44 years old,Man,92040.0
37297,Spain,Less than a Bachelors,2.0,25-34 years old,Man,28788.0
37298,Hungary,Bachelor’s degree,0.5,25-34 years old,Woman,12384.0
37299,Brazil,Bachelor’s degree,8.0,25-34 years old,Man,17448.0
37300,Other,Bachelor’s degree,4.0,25-34 years old,Man,21972.0
37304,Belgium,Master’s degree,6.0,25-34 years old,Man,74651.0
37306,Argentina,Less than a Bachelors,22.0,35-44 years old,Man,90000.0
37308,Netherlands,Master’s degree,2.0,25-34 years old,Man,106644.0
37309,United States of America,Bachelor’s degree,17.0,35-44 years old,Man,200000.0
37311,Other,Less than a Bachelors,6.0,25-34 years old,Man,55032.0
37312,Germany,Less than a Bachelors,13.0,35-44 years old,Man,49656.0
37317,United States of America,Bachelor’s degree,27.0,45-54 years old,Man,160000.0
37319,Brazil,Master’s degree,8.0,25-34 years old,Man,51933.0
37320,United States of America,Master’s degree,20.0,35-44 years old,Man,184000.0
37321,United States of America,Bachelor’s degree,3.0,18-24 years old,Man,80000.0
37323,United States of America,Bachelor’s degree,6.0,35-44 years old,Man,92000.0
37324,Canada,Master’s degree,5.0,35-44 years old,Man,97605.0
37332,United States of America,Bachelor’s degree,9.0,25-34 years old,Man,170000.0
37333,Other,Post grad,20.0,35-44 years old,Man,78000.0
37335,United States of America,Bachelor’s degree,6.0,35-44 years old,Man,107000.0
37336,Other,Bachelor’s degree,5.0,25-34 years old,Man,34892.0
37341,United States of America,Less than a Bachelors,3.0,25-34 years old,Man,118000.0
37342,Greece,Post grad,12.0,35-44 years old,Man,26661.0
37343,United States of America,Less than a Bachelors,0.5,25-34 years old,Man,70000.0
37344,United States of America,Master’s degree,7.0,35-44 years old,Man,200000.0
37345,Spain,Bachelor’s degree,7.0,25-34 years old,Man,29860.0
37346,United States of America,Bachelor’s degree,10.0,25-34 years old,Man,73000.0
37349,Argentina,Less than a Bachelors,1.0,18-24 years old,Man,26256.0
37351,India,Master’s degree,8.0,25-34 years old,Man,15477.0
37352,United States of America,Bachelor’s degree,4.0,25-34 years old,Man,143000.0
37355,United States of America,Master’s degree,5.0,35-44 years old,Man,122000.0
37356,Turkey,Bachelor’s degree,19.0,35-44 years old,Man,99996.0
37360,Brazil,Master’s degree,32.0,45-54 years old,Woman,32406.0
37366,Other,Bachelor’s degree,1.0,18-24 years old,Man,58032.0
37372,Canada,Bachelor’s degree,15.0,35-44 years old,Man,140551.0
37375,United States of America,Less than a Bachelors,4.0,25-34 years old,Man,120000.0
37376,Germany,Master’s degree,10.0,25-34 years old,Woman,79983.0
37382,Brazil,Less than a Bachelors,8.0,25-34 years old,Man,22440.0
37384,Netherlands,Bachelor’s degree,6.0,18-24 years old,Woman,47990.0
37388,Canada,Less than a Bachelors,26.0,45-54 years old,Man,97605.0
37389,Germany,Bachelor’s degree,3.0,25-34 years old,Man,55368.0
37392,Netherlands,Less than a Bachelors,7.0,18-24 years old,Man,138637.0
37393,United States of America,Less than a Bachelors,16.0,35-44 years old,Man,150000.0
37396,United States of America,Less than a Bachelors,13.0,35-44 years old,Man,120000.0
37397,United States of America,Master’s degree,26.0,45-54 years old,Man,140000.0
37398,Spain,Master’s degree,6.0,25-34 years old,Man,42657.0
37399,Sweden,Master’s degree,6.0,25-34 years old,Man,60948.0
37400,United States of America,Bachelor’s degree,15.0,45-54 years old,Man,170000.0
37401,Other,Bachelor’s degree,1.0,18-24 years old,Man,10944.0
37402,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25.0,55-64 years old,Man,75384.0
37403,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,75600.0
37405,Italy,Bachelor’s degree,5.0,25-34 years old,Man,31993.0
37406,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,35-44 years old,Man,104281.0
37407,United States of America,Bachelor’s degree,1.0,18-24 years old,Man,160000.0
37408,United States of America,Less than a Bachelors,15.0,35-44 years old,Man,150000.0
37409,United States of America,Less than a Bachelors,10.0,25-34 years old,Man,110000.0
37410,France,Master’s degree,12.0,35-44 years old,Man,85315.0
37412,Pakistan,Bachelor’s degree,18.0,35-44 years old,Man,36000.0
37413,United States of America,Master’s degree,15.0,35-44 years old,Man,110000.0
37414,Other,Bachelor’s degree,5.0,25-34 years old,Man,24000.0
37415,Germany,Bachelor’s degree,0.5,18-24 years old,Man,46068.0
37416,United States of America,Bachelor’s degree,2.0,35-44 years old,Woman,65000.0
37417,Israel,Less than a Bachelors,8.0,35-44 years old,Man,119571.0
37418,United States of America,Master’s degree,22.0,45-54 years old,Man,170000.0
37419,Italy,Bachelor’s degree,20.0,45-54 years old,Man,66650.0
37420,Sweden,Master’s degree,5.0,25-34 years old,Man,51804.0
37421,Czech Republic,Less than a Bachelors,8.0,25-34 years old,Man,87300.0
37422,Poland,Master’s degree,3.0,25-34 years old,Man,33300.0
37423,France,Master’s degree,2.0,25-34 years old,Man,44790.0
37424,Spain,Post grad,8.0,25-34 years old,Man,45324.0
37427,United States of America,Bachelor’s degree,13.0,35-44 years old,Man,150000.0
37429,United States of America,Post grad,0.5,55-64 years old,Man,71000.0
37430,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,75400.0
37432,Netherlands,Less than a Bachelors,14.0,25-34 years old,Man,38700.0
37436,Poland,Bachelor’s degree,2.0,25-34 years old,Woman,16656.0
37438,Greece,Master’s degree,2.0,25-34 years old,Man,19200.0
37443,United States of America,Master’s degree,9.0,35-44 years old,Man,175000.0
37447,Brazil,Bachelor’s degree,14.0,25-34 years old,Man,37392.0
37448,Other,Less than a Bachelors,1.0,25-34 years old,Man,28908.0
37452,Ukraine,Bachelor’s degree,8.0,35-44 years old,Man,52800.0
37453,United States of America,Bachelor’s degree,4.0,25-34 years old,Man,97000.0
37457,United States of America,Master’s degree,42.0,65 years or older,Man,156000.0
37458,United States of America,Master’s degree,3.0,25-34 years old,Man,70000.0
37459,United States of America,Less than a Bachelors,6.0,35-44 years old,Man,95000.0
37460,United States of America,Bachelor’s degree,20.0,65 years or older,Man,95000.0
37465,United States of America,Bachelor’s degree,20.0,45-54 years old,Man,200000.0
37467,Belgium,Master’s degree,22.0,45-54 years old,Man,55032.0
37470,Poland,Bachelor’s degree,21.0,35-44 years old,Man,111000.0
37475,Mexico,Bachelor’s degree,8.0,25-34 years old,Man,60216.0
37478,Other,Master’s degree,24.0,35-44 years old,Man,106644.0
37480,United States of America,Less than a Bachelors,5.0,25-34 years old,Man,75000.0
37481,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,25-34 years old,Man,119357.0
37483,Other,Bachelor’s degree,13.0,35-44 years old,Man,33564.0
37484,Canada,Master’s degree,2.0,25-34 years old,Man,58563.0
37487,Germany,Bachelor’s degree,6.0,25-34 years old,Man,69318.0
37488,Portugal,Master’s degree,2.0,25-34 years old,Man,17280.0
37490,Netherlands,Master’s degree,6.0,25-34 years old,Man,48624.0
37492,United States of America,Bachelor’s degree,5.0,25-34 years old,Man,95000.0
37494,United States of America,Bachelor’s degree,35.0,35-44 years old,Man,85000.0
37497,United States of America,Less than a Bachelors,6.0,25-34 years old,Man,116000.0
37499,United States of America,Post grad,4.0,25-34 years old,Man,200000.0
37503,Canada,Bachelor’s degree,9.0,25-34 years old,Woman,99948.0
37504,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,25-34 years old,Man,86691.0
37506,Sweden,Master’s degree,4.0,25-34 years old,Man,53628.0
37507,United States of America,Less than a Bachelors,47.0,65 years or older,Man,81000.0
37508,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,38.0,55-64 years old,Man,79153.0
37512,Other,Less than a Bachelors,30.0,45-54 years old,Man,47712.0
37514,Germany,Less than a Bachelors,13.0,35-44 years old,Man,72522.0
37518,United States of America,Less than a Bachelors,16.0,45-54 years old,Man,90000.0
37519,Turkey,Bachelor’s degree,2.0,25-34 years old,Man,18790.0
37522,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,35-44 years old,Woman,73499.0
37524,Greece,Bachelor’s degree,3.0,25-34 years old,Man,19879.0
37527,Brazil,Less than a Bachelors,5.0,25-34 years old,Man,21812.0
37529,Canada,Less than a Bachelors,5.0,35-44 years old,Man,51536.0
37531,United States of America,Bachelor’s degree,5.0,18-24 years old,Man,112000.0
37532,United States of America,Bachelor’s degree,1.0,25-34 years old,Man,91000.0
37533,United States of America,Master’s degree,13.0,35-44 years old,Man,161650.0
37537,Other,Bachelor’s degree,8.0,25-34 years old,Man,51036.0
37538,Canada,Bachelor’s degree,17.0,35-44 years old,Man,78084.0
37539,Poland,Bachelor’s degree,6.0,25-34 years old,Man,31500.0
37540,Sweden,Bachelor’s degree,3.0,18-24 years old,Man,47544.0
37541,Other,Bachelor’s degree,2.0,18-24 years old,Man,144000.0
37542,United States of America,Bachelor’s degree,14.0,45-54 years old,Man,65000.0
37544,United Kingdom of Great Britain and Northern Ireland,Post grad,1.0,18-24 years old,Man,100000.0
37546,United States of America,Less than a Bachelors,3.0,35-44 years old,Man,70000.0
37547,Canada,Bachelor’s degree,16.0,35-44 years old,Man,195210.0
37549,Brazil,Less than a Bachelors,13.0,25-34 years old,Man,44868.0
37550,Czech Republic,Master’s degree,10.0,25-34 years old,Man,34812.0
37552,Spain,Post grad,8.0,35-44 years old,Man,29436.0
37554,United States of America,Bachelor’s degree,2.0,25-34 years old,Man,160000.0
37560,Other,Less than a Bachelors,27.0,45-54 years old,Man,26868.0
37561,Italy,Master’s degree,6.0,25-34 years old,Man,63986.0
37562,Austria,Master’s degree,20.0,35-44 years old,Man,83182.0
37563,Other,Post grad,2.0,25-34 years old,Woman,21684.0
37570,United States of America,Bachelor’s degree,8.0,45-54 years old,Woman,120000.0
37571,Russian Federation,Less than a Bachelors,2.0,18-24 years old,Man,24936.0
37572,Hungary,Less than a Bachelors,10.0,25-34 years old,Man,25104.0
37576,Poland,Bachelor’s degree,8.0,25-34 years old,Man,47172.0
37578,Czech Republic,Master’s degree,15.0,35-44 years old,Man,51960.0
37582,Turkey,Bachelor’s degree,1.0,25-34 years old,Man,15036.0
37585,United States of America,Less than a Bachelors,3.0,45-54 years old,Man,80000.0
37591,Brazil,Bachelor’s degree,15.0,35-44 years old,Man,29916.0
37592,Brazil,Less than a Bachelors,6.0,25-34 years old,Man,14952.0
37593,Brazil,Bachelor’s degree,6.0,35-44 years old,Man,37392.0
37598,Canada,Master’s degree,18.0,35-44 years old,Man,101119.0
37601,Denmark,Less than a Bachelors,0.5,18-24 years old,Man,43020.0
37603,France,Master’s degree,2.0,18-24 years old,Man,39842.0
37604,Other,Bachelor’s degree,7.0,35-44 years old,Man,32688.0
37605,France,Post grad,10.0,35-44 years old,Man,120000.0
37607,Spain,Less than a Bachelors,10.0,35-44 years old,Man,44796.0
37610,France,Master’s degree,24.0,45-54 years old,Man,38388.0
37612,United States of America,Bachelor’s degree,9.0,25-34 years old,Man,90720.0
37613,Germany,Less than a Bachelors,3.0,18-24 years old,Man,47990.0
37614,Other,Bachelor’s degree,8.0,25-34 years old,Man,127972.0
37617,Spain,Master’s degree,2.0,25-34 years old,Woman,37325.0
37621,South Africa,Master’s degree,33.0,55-64 years old,Man,60696.0
37626,Canada,Master’s degree,5.0,25-34 years old,Man,104945.0
37627,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,35-44 years old,Man,45858.0
37628,Argentina,Bachelor’s degree,5.0,35-44 years old,Man,26256.0
37629,Israel,Less than a Bachelors,4.0,25-34 years old,Man,89676.0
37631,United States of America,Bachelor’s degree,3.0,18-24 years old,Man,50000.0
37632,Other,Post grad,3.0,25-34 years old,Man,12000.0
37634,Russian Federation,Master’s degree,4.0,25-34 years old,Man,31584.0
37639,Canada,Bachelor’s degree,30.0,45-54 years old,Man,54659.0
37640,United States of America,Bachelor’s degree,7.0,25-34 years old,Man,130000.0
37641,Poland,Bachelor’s degree,13.0,25-34 years old,Man,87875.0
37645,Romania,Bachelor’s degree,22.0,35-44 years old,Man,64704.0
37652,Italy,Less than a Bachelors,3.0,18-24 years old,Man,21329.0
37655,United States of America,Master’s degree,8.0,25-34 years old,Man,187000.0
37659,United States of America,Bachelor’s degree,9.0,25-34 years old,Man,132000.0
37663,Brazil,Bachelor’s degree,5.0,25-34 years old,Man,72000.0
37665,Sweden,Less than a Bachelors,0.5,35-44 years old,Woman,46320.0
37666,United States of America,Bachelor’s degree,8.0,25-34 years old,Man,145000.0
37667,Canada,Less than a Bachelors,4.0,25-34 years old,Man,70276.0
37668,Other,Bachelor’s degree,3.0,18-24 years old,Man,69318.0
37669,Canada,Less than a Bachelors,8.0,35-44 years old,Man,63248.0
37670,Austria,Bachelor’s degree,7.0,25-34 years old,Man,68252.0
37671,Portugal,Bachelor’s degree,9.0,25-34 years old,Man,38388.0
37674,Poland,Master’s degree,7.0,25-34 years old,Man,47172.0
37675,United States of America,Post grad,4.0,25-34 years old,Woman,135000.0
37677,United States of America,Bachelor’s degree,7.0,35-44 years old,Man,200000.0
37682,Switzerland,Master’s degree,0.5,18-24 years old,Man,12408.0
37683,United States of America,Bachelor’s degree,7.0,25-34 years old,Woman,155000.0
37684,Canada,Bachelor’s degree,4.0,25-34 years old,Man,46850.0
37685,India,Bachelor’s degree,8.0,25-34 years old,Man,18050.0
37686,Sweden,Less than a Bachelors,30.0,45-54 years old,Man,71916.0
37690,Other,Bachelor’s degree,29.0,45-54 years old,Man,26661.0
37693,Canada,Bachelor’s degree,4.0,25-34 years old,Man,115174.0
37694,Brazil,Less than a Bachelors,4.0,25-34 years old,Man,22440.0
37695,Germany,Master’s degree,8.0,35-44 years old,Man,106644.0
37701,Ukraine,Bachelor’s degree,3.0,18-24 years old,Man,36000.0
37702,Germany,Less than a Bachelors,10.0,25-34 years old,Man,79983.0
37704,Canada,Master’s degree,10.0,25-34 years old,Man,140551.0
37705,United States of America,Bachelor’s degree,20.0,45-54 years old,Man,144000.0
37708,France,Bachelor’s degree,5.0,25-34 years old,Woman,29436.0
37713,Norway,Less than a Bachelors,0.5,Under 18 years old,Man,186672.0
37715,Brazil,Bachelor’s degree,11.0,25-34 years old,Man,29916.0
37716,Brazil,Bachelor’s degree,8.0,35-44 years old,Man,16200.0
37719,Netherlands,Bachelor’s degree,4.0,18-24 years old,Man,34272.0
37720,United States of America,Less than a Bachelors,0.5,55-64 years old,Woman,50000.0
